NOC,Year,Sport,sport_num_athletes,sport_medal_gold,sport_medal_silver,sport_medal_bronze,sport_num_female_athletes,sport_num_male_athletes,num_games_sports_each_year,rank_country_year,total_gold_country_year,total_silver_country_year,total_bronze_country_year,total_medal_country_year,total_athelete_country_year,host_status,future_host_status
Canada,2016,Basketball,12,0,0,0,12,0,2,20,4,3,15,22,309,0,0
Poland,2016,Equestrianism,1,0,0,0,0,1,0,33,2,3,6,11,234,0,0
Poland,2016,Gymnastics,1,0,0,0,1,0,18,33,2,3,6,11,234,0,0
Poland,2016,Handball,15,0,0,0,0,15,2,33,2,3,6,11,234,0,0
Poland,2016,Judo,4,0,0,0,3,1,14,33,2,3,6,11,234,0,0
Poland,2016,Modern Pentathlon,3,0,0,1,2,1,2,33,2,3,6,11,234,0,0
Poland,2016,Rowing,26,2,0,4,10,16,14,33,2,3,6,11,234,0,0
Poland,2016,Sailing,7,0,0,0,3,4,10,33,2,3,6,11,234,0,0
Poland,2016,Shooting,5,0,0,0,4,1,15,33,2,3,6,11,234,0,0
Poland,2016,Swimming,19,0,0,0,6,13,0,33,2,3,6,11,234,0,0
Poland,2016,Table Tennis,6,0,0,0,3,3,4,33,2,3,6,11,234,0,0
Poland,2016,Taekwondo,2,0,0,0,0,2,8,33,2,3,6,11,234,0,0
Poland,2016,Tennis,7,0,0,0,4,3,5,33,2,3,6,11,234,0,0
Poland,2016,Triathlon,1,0,0,0,1,0,2,33,2,3,6,11,234,0,0
Poland,2016,Volleyball,12,0,0,0,0,12,4,33,2,3,6,11,234,0,0
Poland,2016,Weightlifting,3,0,0,0,1,2,15,33,2,3,6,11,234,0,0
Poland,2016,Fencing,5,0,0,0,5,0,10,33,2,3,6,11,234,0,0
Hungary,2016,Wrestling,8,0,0,0,2,6,18,12,8,3,4,15,153,0,0
Canada,2016,Beach Volleyball,8,0,0,0,4,4,0,20,4,3,15,22,309,0,0
Canada,2016,Canoeing,11,0,0,0,4,7,16,20,4,3,15,22,309,0,0
Canada,2016,Weightlifting,2,0,0,0,1,1,15,20,4,3,15,22,309,0,0
Canada,2016,Volleyball,12,0,0,0,0,12,4,20,4,3,15,22,309,0,0
Canada,2016,Triathlon,5,0,0,0,3,2,2,20,4,3,15,22,309,0,0
Canada,2016,Trampolining,2,1,0,0,1,1,0,20,4,3,15,22,309,0,0
Canada,2016,Tennis,4,0,0,0,2,2,5,20,4,3,15,22,309,0,0
Canada,2016,Taekwondo,1,0,0,0,1,0,8,20,4,3,15,22,309,0,0
Canada,2016,Table Tennis,2,0,0,0,1,1,4,20,4,3,15,22,309,0,0
Somalia,2016,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,2,0,0
Puerto Rico,2016,Swimming,1,0,0,0,1,0,0,54,1,0,0,1,40,0,0
Canada,2016,Synchronized Swimming,2,0,0,0,2,0,0,20,4,3,15,22,309,0,0
Canada,2016,Swimming,30,1,1,13,20,10,0,20,4,3,15,22,309,0,0
Canada,2016,Shooting,2,0,0,0,2,0,15,20,4,3,15,22,309,0,0
Canada,2016,Sailing,9,0,0,0,4,5,10,20,4,3,15,22,309,0,0
Canada,2016,Rugby Sevens,12,0,0,12,12,0,0,20,4,3,15,22,309,0,0
Canada,2016,Boxing,3,0,0,0,2,1,13,20,4,3,15,22,309,0,0
Canada,2016,Rowing,26,0,2,0,14,12,14,20,4,3,15,22,309,0,0
Canada,2016,Judo,7,0,0,0,3,4,14,20,4,3,15,22,309,0,0
Canada,2016,Hockey,16,0,0,0,0,16,0,20,4,3,15,22,309,0,0
Canada,2016,Gymnastics,6,0,0,0,5,1,18,20,4,3,15,22,309,0,0
Canada,2016,Golf,4,0,0,0,2,2,2,20,4,3,15,22,309,0,0
Canada,2016,Football,18,0,0,18,18,0,2,20,4,3,15,22,309,0,0
Solomon Islands,2016,Weightlifting,1,0,0,0,1,0,15,0,0,0,0,0,3,0,0
Solomon Islands,2016,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,3,0,0
Puerto Rico,2016,Shooting,1,0,0,0,1,0,15,54,1,0,0,1,40,0,0
Puerto Rico,2016,Judo,2,0,0,0,2,0,14,54,1,0,0,1,40,0,0
Puerto Rico,2016,Equestrianism,1,0,0,0,1,0,0,54,1,0,0,1,40,0,0
Canada,2016,Fencing,5,0,0,0,2,3,10,20,4,3,15,22,309,0,0
Canada,2016,Equestrianism,10,0,0,1,8,2,0,20,4,3,15,22,309,0,0
Canada,2016,Diving,7,0,0,3,4,3,0,20,4,3,15,22,309,0,0
Canada,2016,Cycling,19,0,0,6,12,7,18,20,4,3,15,22,309,0,0
Canada,2016,Modern Pentathlon,2,0,0,0,2,0,2,20,4,3,15,22,309,0,0
United Arab Emirates,2016,Judo,3,0,0,1,0,3,14,78,0,0,1,1,12,0,0
Lithuania,2016,Athletics,16,0,0,0,9,7,47,65,0,1,3,4,67,0,0
United Arab Emirates,2016,Athletics,2,0,0,0,1,1,47,78,0,0,1,1,12,0,0
United Arab Emirates,2016,Cycling,1,0,0,0,0,1,18,78,0,0,1,1,12,0,0
Switzerland,2016,Canoeing,3,0,0,0,0,3,16,23,3,2,2,7,102,0,0
Switzerland,2016,Beach Volleyball,4,0,0,0,4,0,0,23,3,2,2,7,102,0,0
Switzerland,2016,Badminton,1,0,0,0,1,0,5,23,3,2,2,7,102,0,0
Switzerland,2016,Athletics,16,0,0,0,13,3,47,23,3,2,2,7,102,0,0
Algeria,2016,Boxing,8,0,0,0,0,8,13,63,0,2,0,2,64,0,0
Algeria,2016,Athletics,15,0,2,0,3,12,47,63,0,2,0,2,64,0,0
Switzerland,2016,Cycling,15,2,0,0,2,13,18,23,3,2,2,7,102,0,0
Belgium,2016,Weightlifting,1,0,0,0,0,1,15,35,2,2,2,6,104,0,0
Hong Kong,2016,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,36,0,0
Hong Kong,2016,Badminton,7,0,0,0,4,3,5,0,0,0,0,0,36,0,0
Hong Kong,2016,Cycling,5,0,0,0,2,3,18,0,0,0,0,0,36,0,0
Hong Kong,2016,Fencing,3,0,0,0,2,1,10,0,0,0,0,0,36,0,0
Hong Kong,2016,Golf,1,0,0,0,1,0,2,0,0,0,0,0,36,0,0
Hong Kong,2016,Rowing,4,0,0,0,2,2,14,0,0,0,0,0,36,0,0
Hong Kong,2016,Sailing,2,0,0,0,1,1,10,0,0,0,0,0,36,0,0
Belgium,2016,Triathlon,4,0,0,0,2,2,2,35,2,2,2,6,104,0,0
Hong Kong,2016,Swimming,7,0,0,0,6,1,0,0,0,0,0,0,36,0,0
Kazakhstan,2016,Trampolining,1,0,0,0,0,1,0,30,2,5,10,17,101,0,0
Kazakhstan,2016,Taekwondo,3,0,0,0,2,1,8,30,2,5,10,17,101,0,0
Switzerland,2016,Sailing,9,0,0,0,3,6,10,23,3,2,2,7,102,0,0
Switzerland,2016,Rowing,11,4,0,0,1,10,14,23,3,2,2,7,102,0,0
Switzerland,2016,Judo,3,0,0,0,1,2,14,23,3,2,2,7,102,0,0
Switzerland,2016,Gymnastics,6,0,0,1,1,5,18,23,3,2,2,7,102,0,0
Switzerland,2016,Golf,2,0,0,0,2,0,2,23,3,2,2,7,102,0,0
Switzerland,2016,Fencing,5,0,0,0,1,4,10,23,3,2,2,7,102,0,0
Switzerland,2016,Equestrianism,7,0,0,0,2,5,0,23,3,2,2,7,102,0,0
Kazakhstan,2016,Tennis,2,0,0,0,2,0,5,30,2,5,10,17,101,0,0
Luxembourg,2016,Tennis,1,0,0,0,0,1,5,0,0,0,0,0,10,0,0
Luxembourg,2016,Swimming,3,0,0,0,1,2,0,0,0,0,0,0,10,0,0
Luxembourg,2016,Cycling,3,0,0,0,2,1,18,0,0,0,0,0,10,0,0
Luxembourg,2016,Athletics,2,0,0,0,1,1,47,0,0,0,0,0,10,0,0
Kazakhstan,2016,Shooting,5,0,0,0,2,3,15,30,2,5,10,17,101,0,0
Kazakhstan,2016,Swimming,3,1,0,0,1,2,0,30,2,5,10,17,101,0,0
Kazakhstan,2016,Synchronized Swimming,2,0,0,0,2,0,0,30,2,5,10,17,101,0,0
Kazakhstan,2016,Table Tennis,1,0,0,0,0,1,4,30,2,5,10,17,101,0,0
Luxembourg,2016,Table Tennis,1,0,0,0,1,0,4,0,0,0,0,0,10,0,0
Hong Kong,2016,Table Tennis,6,0,0,0,3,3,4,0,0,0,0,0,36,0,0
Egypt,2016,Boxing,4,0,0,0,0,4,13,75,0,0,3,3,118,0,0
Czechia,2016,Triathlon,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Czechia,2016,Synchronized Swimming,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Czechia,2016,Table Tennis,4,0,0,0,2,2,4,0,0,0,0,0,0,0,0
Czechia,2016,Tennis,7,0,0,5,5,2,5,0,0,0,0,0,0,0,0
Czechia,2016,Swimming,8,0,0,0,6,2,0,0,0,0,0,0,0,0,0
Czechia,2016,Sailing,3,0,0,0,1,2,10,0,0,0,0,0,0,0,0
Czechia,2016,Rowing,10,0,0,1,3,7,14,0,0,0,0,0,0,0,0
Czechia,2016,Shooting,5,0,0,0,3,2,15,0,0,0,0,0,0,0,0
Czechia,2016,Judo,3,1,0,0,0,3,14,0,0,0,0,0,0,0,0
Czechia,2016,Weightlifting,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0
Czechia,2016,Wrestling,1,0,0,0,1,0,18,0,0,0,0,0,0,0,0
Belgium,2016,Taekwondo,3,0,0,0,1,2,8,35,2,2,2,6,104,0,0
Czechia,2016,Gymnastics,1,0,0,0,0,1,18,0,0,0,0,0,0,0,0
Belgium,2016,Tennis,3,0,0,0,2,1,5,35,2,2,2,6,104,0,0
Czechia,2016,Modern Pentathlon,3,0,0,0,1,2,2,0,0,0,0,0,0,0,0
Switzerland,2020,Cycling Road,5,0,1,0,1,4,0,24,3,4,6,13,116,0,0
Switzerland,2020,Equestrian,9,0,0,0,3,6,6,24,3,4,6,13,116,0,0
Switzerland,2020,Diving,1,0,0,0,1,0,0,24,3,4,6,13,116,0,0
Angola,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,20,0,0
Algeria,2020,Athletics,5,0,0,0,1,4,48,0,0,0,0,0,41,0,0
Switzerland,2020,Cycling Track,6,0,0,0,0,6,0,24,3,4,6,13,116,0,0
American Samoa,2020,Weightlifting,1,0,0,0,0,1,14,0,0,0,0,0,6,0,0
Costa Rica,2020,Artistic Gymnastics,1,0,0,0,1,0,0,0,0,0,0,0,14,0,0
Switzerland,2020,Cycling BMX Racing,3,0,0,0,1,2,0,24,3,4,6,13,116,0,0
Switzerland,2020,Cycling BMX Freestyle,1,0,0,1,1,0,0,24,3,4,6,13,116,0,0
Belgium,2020,Judo,4,0,0,1,1,3,15,29,3,1,3,7,130,0,0
Costa Rica,2020,Athletics,3,0,0,0,2,1,48,0,0,0,0,0,14,0,0
Switzerland,2020,Fencing,4,0,0,0,0,4,12,24,3,4,6,13,116,0,0
Colombia,2020,Athletics,25,0,2,0,8,17,48,66,0,4,1,5,69,0,0
Colombia,2020,Boxing,6,0,0,0,2,4,13,66,0,4,1,5,69,0,0
Switzerland,2020,Cycling Mountain Bike,6,1,2,1,3,3,0,24,3,4,6,13,116,0,0
Switzerland,2020,Golf,2,0,0,0,2,0,2,24,3,4,6,13,116,0,0
Switzerland,2020,Sport Climbing,1,0,0,0,1,0,2,24,3,4,6,13,116,0,0
Costa Rica,2020,Cycling BMX Freestyle,1,0,0,0,0,1,0,0,0,0,0,0,14,0,0
Costa Rica,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,14,0,0
Costa Rica,2020,Surfing,3,0,0,0,2,1,2,0,0,0,0,0,14,0,0
Costa Rica,2020,Judo,1,0,0,0,0,1,15,0,0,0,0,0,14,0,0
Belgium,2020,Triathlon,4,0,0,0,2,2,3,29,3,1,3,7,130,0,0
Belgium,2020,Weightlifting,2,0,0,0,2,0,14,29,3,1,3,7,130,0,0
Zimbabwe,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,5,0,0
Zimbabwe,2020,Golf,1,0,0,0,0,1,2,0,0,0,0,0,5,0,0
Switzerland,2020,Judo,2,0,0,0,1,1,15,24,3,4,6,13,116,0,0
Zimbabwe,2020,Rowing,1,0,0,0,0,1,14,0,0,0,0,0,5,0,0
Croatia,2020,Artistic Gymnastics,2,0,1,0,1,1,0,26,3,3,2,8,60,0,0
Colombia,2020,Cycling BMX Racing,3,0,1,1,1,2,0,66,0,4,1,5,69,0,0
Switzerland,2020,Shooting,2,1,0,1,2,0,15,24,3,4,6,13,116,0,0
Switzerland,2020,Sailing,6,0,0,0,3,3,10,24,3,4,6,13,116,0,0
Switzerland,2020,Rowing,9,0,0,0,3,6,14,24,3,4,6,13,116,0,0
Switzerland,2020,Karate,1,0,0,0,1,0,8,24,3,4,6,13,116,0,0
Costa Rica,2020,Cycling Road,2,0,0,0,1,1,0,0,0,0,0,0,14,0,0
Zimbabwe,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0
Colombia,2020,Cycling Road,5,0,0,0,1,4,0,66,0,4,1,5,69,0,0
Croatia,2020,Table Tennis,3,0,0,0,0,3,5,26,3,3,2,8,60,0,0
Colombia,2020,Diving,3,0,0,0,0,3,0,66,0,4,1,5,69,0,0
Colombia,2020,Wrestling,3,0,0,0,0,3,18,66,0,4,1,5,69,0,0
Belgium,2020,Hockey,18,18,0,0,0,18,0,29,3,1,3,7,130,0,0
Virgin Islands,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,0,0,0
Virgin Islands,2020,Archery,1,0,0,0,0,1,5,0,0,0,0,0,0,0,0
Tanzania,2020,Athletics,3,0,0,0,1,2,48,0,0,0,0,0,3,0,0
Switzerland,2020,Canoe Slalom,4,0,0,0,2,2,0,24,3,4,6,13,116,0,0
Switzerland,2020,Beach Volleyball,6,0,0,2,4,2,0,24,3,4,6,13,116,0,0
Switzerland,2020,Badminton,1,0,0,0,1,0,5,24,3,4,6,13,116,0,0
Belgium,2020,Golf,3,0,0,0,1,2,2,29,3,1,3,7,130,0,0
Switzerland,2020,Athletics,27,0,0,0,19,8,48,24,3,4,6,13,116,0,0
Switzerland,2020,Artistic Gymnastics,5,0,0,0,1,4,0,24,3,4,6,13,116,0,0
American Samoa,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,6,0,0
Cook Islands,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,6,0,0
Cook Islands,2020,Canoe Sprint,2,0,0,0,1,1,0,0,0,0,0,0,6,0,0
Cook Islands,2020,Canoe Slalom,1,0,0,0,1,0,0,0,0,0,0,0,6,0,0
Cook Islands,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,6,0,0
Algeria,2020,Boxing,8,0,0,0,3,5,13,0,0,0,0,0,41,0,0
Colombia,2020,Weightlifting,3,0,1,0,1,2,14,66,0,4,1,5,69,0,0
Colombia,2020,Trampoline Gymnastics,1,0,0,0,0,1,0,66,0,4,1,5,69,0,0
Colombia,2020,Tennis,4,0,0,0,1,3,5,66,0,4,1,5,69,0,0
Colombia,2020,Taekwondo,2,0,0,0,1,1,8,66,0,4,1,5,69,0,0
Croatia,2020,Sailing,4,0,1,0,1,3,10,26,3,3,2,8,60,0,0
Croatia,2020,Shooting,4,0,0,0,1,3,15,26,3,3,2,8,60,0,0
Croatia,2020,Swimming,2,0,0,0,1,1,0,26,3,3,2,8,60,0,0
Afghanistan,2020,Athletics,2,0,0,0,1,1,48,0,0,0,0,0,5,0,0
Croatia,2020,Taekwondo,4,1,0,1,2,2,8,26,3,3,2,8,60,0,0
Croatia,2020,Tennis,6,2,2,0,2,4,5,26,3,3,2,8,60,0,0
Colombia,2020,Equestrian,1,0,0,0,0,1,6,66,0,4,1,5,69,0,0
Colombia,2020,Fencing,1,0,0,0,1,0,12,66,0,4,1,5,69,0,0
Colombia,2020,Cycling Track,1,0,0,0,0,1,0,66,0,4,1,5,69,0,0
Colombia,2020,Golf,2,0,0,0,1,1,2,66,0,4,1,5,69,0,0
Colombia,2020,Shooting,1,0,0,0,0,1,15,66,0,4,1,5,69,0,0
Colombia,2020,Skateboarding,1,0,0,0,0,1,4,66,0,4,1,5,69,0,0
Albania,2020,Athletics,2,0,0,0,1,1,48,0,0,0,0,0,9,0,0
Albania,2020,Judo,1,0,0,0,0,1,15,0,0,0,0,0,9,0,0
Albania,2020,Shooting,1,0,0,0,1,0,15,0,0,0,0,0,9,0,0
Albania,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,9,0,0
Albania,2020,Weightlifting,2,0,0,0,0,2,14,0,0,0,0,0,9,0,0
Colombia,2020,Swimming,2,0,0,0,1,1,0,66,0,4,1,5,69,0,0
Colombia,2020,Judo,1,0,0,0,1,0,15,66,0,4,1,5,69,0,0
Afghanistan,2020,Shooting,1,0,0,0,0,1,15,0,0,0,0,0,5,0,0
Virgin Islands,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Afghanistan,2020,Taekwondo,1,0,0,0,0,1,8,0,0,0,0,0,5,0,0
Croatia,2020,Karate,1,0,0,0,0,1,8,26,3,3,2,8,60,0,0
Croatia,2020,Judo,3,0,0,0,3,0,15,26,3,3,2,8,60,0,0
Croatia,2020,Cycling Road,1,0,0,0,0,1,0,26,3,3,2,8,60,0,0
Croatia,2020,Canoe Sprint,2,0,0,0,2,0,0,26,3,3,2,8,60,0,0
Croatia,2020,Canoe Slalom,1,0,0,0,0,1,0,26,3,3,2,8,60,0,0
Albania,2020,Artistic Gymnastics,1,0,0,0,0,1,0,0,0,0,0,0,9,0,0
Algeria,2020,Wrestling,8,0,0,0,0,8,18,0,0,0,0,0,41,0,0
Yemen,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,5,0,0
Yemen,2020,Shooting,1,0,0,0,1,0,15,0,0,0,0,0,5,0,0
Vietnam,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,18,0,0
Vietnam,2020,Shooting,1,0,0,0,0,1,15,0,0,0,0,0,18,0,0
Vietnam,2020,Rowing,2,0,0,0,2,0,14,0,0,0,0,0,18,0,0
Vietnam,2020,Judo,1,0,0,0,1,0,15,0,0,0,0,0,18,0,0
Yemen,2020,Judo,1,0,0,0,0,1,15,0,0,0,0,0,5,0,0
Yemen,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,5,0,0
Syria,2020,Table Tennis,1,0,0,0,1,0,5,86,0,0,1,1,6,0,0
Belgium,2020,Archery,1,0,0,0,0,1,5,29,3,1,3,7,130,0,0
Belgium,2020,Artistic Gymnastics,4,1,0,0,4,0,0,29,3,1,3,7,130,0,0
Vietnam,2020,Boxing,2,0,0,0,1,1,13,0,0,0,0,0,18,0,0
Syria,2020,Athletics,1,0,0,0,0,1,48,86,0,0,1,1,6,0,0
Belgium,2020,Athletics,31,1,0,1,14,17,48,29,3,1,3,7,130,0,0
Syria,2020,Equestrian,1,0,0,0,0,1,6,86,0,0,1,1,6,0,0
Croatia,2020,Rowing,3,2,0,1,0,3,14,26,3,3,2,8,60,0,0
American Samoa,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,6,0,0
Belgium,2020,3x3 Basketball,4,0,0,0,0,4,0,29,3,1,3,7,130,0,0
Algeria,2020,Karate,1,0,0,0,1,0,8,0,0,0,0,0,41,0,0
Vietnam,2020,Taekwondo,1,0,0,0,1,0,8,0,0,0,0,0,18,0,0
Vietnam,2020,Weightlifting,2,0,0,0,1,1,14,0,0,0,0,0,18,0,0
Angola,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,20,0,0
Angola,2020,Sailing,2,0,0,0,0,2,10,0,0,0,0,0,20,0,0
Algeria,2020,Marathon Swimming,1,0,0,0,1,0,0,0,0,0,0,0,41,0,0
Algeria,2020,Rowing,2,0,0,0,0,2,14,0,0,0,0,0,41,0,0
Algeria,2020,Sailing,2,0,0,0,1,1,10,0,0,0,0,0,41,0,0
Algeria,2020,Shooting,1,0,0,0,1,0,15,0,0,0,0,0,41,0,0
Algeria,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,41,0,0
Algeria,2020,Table Tennis,1,0,0,0,0,1,5,0,0,0,0,0,41,0,0
Algeria,2020,Weightlifting,1,0,0,0,0,1,14,0,0,0,0,0,41,0,0
Angola,2020,Judo,1,0,0,0,1,0,15,0,0,0,0,0,20,0,0
Angola,2020,Handball,14,0,0,0,14,0,2,0,0,0,0,0,20,0,0
Algeria,2020,Judo,2,0,0,0,1,1,15,0,0,0,0,0,41,0,0
Algeria,2020,Fencing,4,0,0,0,2,2,12,0,0,0,0,0,41,0,0
Algeria,2020,Cycling Road,2,0,0,0,0,2,0,0,0,0,0,0,41,0,0
Syria,2020,Swimming,1,0,0,0,0,1,0,86,0,0,1,1,6,0,0
Comoros,2020,Athletics,2,0,0,0,1,1,48,0,0,0,0,0,3,0,0
Belgium,2020,Badminton,1,0,0,0,1,0,5,29,3,1,3,7,130,0,0
Belgium,2020,Basketball,12,0,0,0,12,0,4,29,3,1,3,7,130,0,0
Andorra,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,2,0,0
Syria,2020,Triathlon,1,0,0,0,0,1,3,86,0,0,1,1,6,0,0
Syria,2020,Weightlifting,1,0,0,1,0,1,14,86,0,0,1,1,6,0,0
Switzerland,2020,Swimming,7,0,0,2,2,5,0,24,3,4,6,13,116,0,0
Algeria,2020,Canoe Sprint,1,0,0,0,1,0,0,0,0,0,0,0,41,0,0
Tajikistan,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,10,0,0
Tajikistan,2020,Judo,4,0,0,0,0,4,15,0,0,0,0,0,10,0,0
Belgium,2020,Rowing,2,0,0,0,0,2,14,29,3,1,3,7,130,0,0
Belgium,2020,Sailing,4,0,0,0,3,1,10,29,3,1,3,7,130,0,0
Belgium,2020,Shooting,1,0,0,0,1,0,15,29,3,1,3,7,130,0,0
Belgium,2020,Skateboarding,2,0,0,0,1,1,4,29,3,1,3,7,130,0,0
Belgium,2020,Swimming,2,0,0,0,1,1,0,29,3,1,3,7,130,0,0
Belgium,2020,Taekwondo,1,0,0,0,0,1,8,29,3,1,3,7,130,0,0
Belgium,2020,Tennis,4,0,0,0,2,2,5,29,3,1,3,7,130,0,0
Tajikistan,2020,Boxing,3,0,0,0,0,3,13,0,0,0,0,0,10,0,0
Tajikistan,2020,Athletics,1,0,0,0,0,1,48,0,0,0,0,0,10,0,0
Croatia,2020,Boxing,2,0,0,0,1,1,13,26,3,3,2,8,60,0,0
Croatia,2020,Athletics,7,0,0,0,6,1,48,26,3,3,2,8,60,0,0
American Samoa,2020,Sailing,2,0,0,0,0,2,10,0,0,0,0,0,6,0,0
Andorra,2020,Canoe Slalom,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0
Colombia,2020,Artistic Swimming,2,0,0,0,2,0,0,66,0,4,1,5,69,0,0
Switzerland,2020,Tennis,2,1,2,0,2,0,5,24,3,4,6,13,116,0,0
Switzerland,2020,Triathlon,4,0,0,0,2,2,3,24,3,4,6,13,116,0,0
Vietnam,2020,Badminton,2,0,0,0,1,1,5,0,0,0,0,0,18,0,0
Belgium,2020,Canoe Slalom,1,0,0,0,0,1,0,29,3,1,3,7,130,0,0
Costa Rica,2020,Taekwondo,1,0,0,0,1,0,8,0,0,0,0,0,14,0,0
Belgium,2020,Canoe Sprint,3,0,0,0,2,1,0,29,3,1,3,7,130,0,0
Belgium,2020,Cycling BMX Racing,1,0,0,0,1,0,0,29,3,1,3,7,130,0,0
Comoros,2020,Judo,1,0,0,0,0,1,15,0,0,0,0,0,3,0,0
Belgium,2020,Cycling Mountain Bike,2,0,0,0,1,1,0,29,3,1,3,7,130,0,0
Belgium,2020,Cycling Road,8,0,1,0,3,5,0,29,3,1,3,7,130,0,0
Belgium,2020,Cycling Track,6,0,0,0,3,3,0,29,3,1,3,7,130,0,0
Afghanistan,2020,Swimming,1,0,0,0,0,1,0,0,0,0,0,0,5,0,0
Belgium,2020,Equestrian,10,0,0,4,4,6,6,29,3,1,3,7,130,0,0
Zambia,2020,Athletics,2,0,0,0,1,1,48,0,0,0,0,0,30,0,0
Zambia,2020,Boxing,3,0,0,0,0,3,13,0,0,0,0,0,30,0,0
Zambia,2020,Football,22,0,0,0,22,0,2,0,0,0,0,0,30,0,0
Vietnam,2020,Athletics,1,0,0,0,1,0,48,0,0,0,0,0,18,0,0
Vietnam,2020,Artistic Gymnastics,2,0,0,0,0,2,0,0,0,0,0,0,18,0,0
Vietnam,2020,Archery,2,0,0,0,1,1,5,0,0,0,0,0,18,0,0
Zambia,2020,Judo,1,0,0,0,0,1,15,0,0,0,0,0,30,0,0
Zambia,2020,Swimming,2,0,0,0,1,1,0,0,0,0,0,0,30,0,0
Switzerland,2020,Wrestling,1,0,0,0,0,1,18,24,3,4,6,13,116,0,0
Colombia,2020,Archery,2,0,0,0,1,1,5,66,0,4,1,5,69,0,0
Switzerland,2020,Table Tennis,1,0,0,0,1,0,5,24,3,4,6,13,116,0,0
Croatia,2020,Water Polo,13,0,0,0,0,13,0,26,3,3,2,8,60,0,0
Belize,2020,Canoe Sprint,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0
Australia,2020,Surfing,4,0,0,1,2,2,2,6,17,7,22,46,489,0,0
Canada,2020,Golf,4,0,0,0,2,2,2,11,7,7,10,24,386,0,0
Canada,2020,Football,22,22,0,0,22,0,2,11,7,7,10,24,386,0,0
Canada,2020,Fencing,11,0,0,0,5,6,12,11,7,7,10,24,386,0,0
Canada,2020,Equestrian,7,0,0,0,5,2,6,11,7,7,10,24,386,0,0
Canada,2020,Diving,10,0,2,0,6,4,0,11,7,7,10,24,386,0,0
Canada,2020,Cycling Track,15,1,0,1,8,7,0,11,7,7,10,24,386,0,0
Canada,2020,Cycling Road,6,0,0,0,3,3,0,11,7,7,10,24,386,0,0
Canada,2020,Cycling Mountain Bike,3,0,0,0,2,1,0,11,7,7,10,24,386,0,0
Australia,2020,Swimming,35,20,3,30,18,17,0,6,17,7,22,46,489,0,0
Australia,2020,Table Tennis,6,0,0,0,3,3,5,6,17,7,22,46,489,0,0
Australia,2020,Taekwondo,4,0,0,0,2,2,8,6,17,7,22,46,489,0,0
Australia,2020,Tennis,10,0,0,2,5,5,5,6,17,7,22,46,489,0,0
Australia,2020,Trampoline Gymnastics,2,0,0,0,1,1,0,6,17,7,22,46,489,0,0
Australia,2020,Triathlon,6,0,0,0,3,3,3,6,17,7,22,46,489,0,0
Australia,2020,Sport Climbing,2,0,0,0,1,1,2,6,17,7,22,46,489,0,0
Australia,2020,Water Polo,26,0,0,0,13,13,0,6,17,7,22,46,489,0,0
Australia,2020,Skateboarding,5,1,0,0,2,3,4,6,17,7,22,46,489,0,0
Australia,2020,Sailing,13,3,0,0,6,7,10,6,17,7,22,46,489,0,0
Ukraine,2020,Triathlon,1,0,0,0,1,0,3,44,1,6,12,19,153,0,0
Ukraine,2020,Weightlifting,2,0,0,0,2,0,14,44,1,6,12,19,153,0,0
Ukraine,2020,Wrestling,10,1,1,2,5,5,18,44,1,6,12,19,153,0,0
Canada,2020,Rugby Sevens,26,0,0,0,13,13,0,11,7,7,10,24,386,0,0
Canada,2020,Rowing,29,9,0,2,20,9,14,11,7,7,10,24,386,0,0
Canada,2020,Marathon Swimming,2,0,0,0,1,1,0,11,7,7,10,24,386,0,0
Canada,2020,Karate,1,0,0,0,0,1,8,11,7,7,10,24,386,0,0
Canada,2020,Judo,6,0,0,2,3,3,15,11,7,7,10,24,386,0,0
Canada,2020,Hockey,18,0,0,0,0,18,0,11,7,7,10,24,386,0,0
Australia,2020,Karate,1,0,0,0,0,1,8,6,17,7,22,46,489,0,0
